1000,-122.4624955670
1010,-122.4658994010
1020,-122.4690985453
1030,-122.4722255924
1040,-122.4751925808
1050,-122.4778675732
1060,-122.4805486851
1070,-122.4830166353
1080,-122.4853349850
1090,-122.4875991868
1100,-122.4897049872
1110,-122.4916460730
1120,-122.4935052183
1130,-122.4953261368
1140,-122.4969701863
1150,-122.4985447708
1160,-122.5000272557
1170,-122.5014207329
1180,-122.5027581433
1190,-122.5039921218
1200,-122.5051177364
1210,-122.5062262056
1220,-122.5072266008
1230,-122.5081702627
1240,-122.5090743036
1250,-122.5098942766
1260,-122.5106642521
1270,-122.5113966237
1280,-122.5120665730
1290,-122.5126795736
1300,-122.5132602178
1310,-122.5137988543
1320,-122.5142873559
1330,-122.5147434556
1340,-122.5151695720
1350,-122.5155564893
1360,-122.5159183902
1370,-122.5162426786
1380,-122.5165506887
1390,-122.5168330374
1400,-122.5170892589
