1,-301.208139 
2,-296.920095 
3,-192.816780 
4,-158.596870 
5,-0.172522 
6,-0.140863 
7,-0.099605 
8,133.343595 
9,288.040428 
10,299.138815 
11,342.736030 
12,360.971293 
13,438.007604 
14,446.505322 
15,593.141429 
16,605.280129 
17,619.964463 
18,633.898757 
19,635.490819 
20,639.122062 
21,641.582172 
22,672.560774 
23,765.202273 
24,799.851035 
25,822.015442 
26,825.444000 
27,826.982396 
28,851.938139 
29,862.737462 
30,875.464698 
31,888.671474 
32,890.083790 
33,890.676271 
34,924.550036 
35,925.451274 
36,1037.361095 
37,1085.188652 
38,1106.818337 
39,1169.178394 
40,1212.141280 
41,4317.583380 
42,4369.034681 
43,4411.246794 
44,4453.129052 
45,4508.698310 
46,4524.647990 
47,4548.585946 
48,4571.496518 
