1,-259.071477 
2,-256.327558 
3,-154.522149 
4,-123.753184 
5,-0.172522 
6,-0.140863 
7,-0.099605 
8,111.559825 
9,246.770642 
10,255.112738 
11,293.348136 
12,321.130633 
13,381.673231 
14,383.418745 
15,502.144565 
16,516.659660 
17,528.128418 
18,536.720711 
19,539.593903 
20,540.089036 
21,548.885283 
22,588.716126 
23,650.434126 
24,694.658276 
25,698.824682 
26,699.630763 
27,710.784957 
28,720.900636 
29,724.357466 
30,737.747015 
31,738.472583 
32,744.680105 
33,754.772382 
34,765.338639 
35,783.981379 
36,871.312470 
37,919.770896 
38,923.579834 
39,979.036776 
40,1008.349125 
41,4321.112660 
42,4357.850901 
43,4386.590438 
44,4418.538500 
45,4460.364648 
46,4470.917738 
47,4487.007734 
48,4503.091177 
