02,957.467049
03,956.539375
04,955.310370
05,957.513792
06,957.311122
07,957.511685
08,957.188426
09,957.503785
10,957.073413
11,957.314070
12,957.147223
13,957.310523
14,957.023305
15,957.324474
16,957.093241
17,957.325559
18,957.160698
19,957.241032
20,957.204071
