1,-0.167270 
2,-0.140863 
3,0.028316 
4,212.553248 
5,223.029641 
6,271.022069 
7,286.426815 
8,343.291634 
9,351.923476 
10,357.090050 
11,358.505732 
12,368.420033 
13,405.435332 
14,417.760853 
15,420.127678 
16,423.251398 
17,429.730041 
18,438.888019 
19,445.497670 
20,465.805108 
21,478.467475 
22,481.756058 
23,505.286745 
24,520.079014 
25,538.008215 
26,543.586641 
27,556.581666 
28,574.976645 
29,578.494388 
30,582.206368 
31,585.352825 
32,595.102271 
33,605.217408 
34,605.939017 
35,618.747330 
36,636.119166 
37,639.831023 
38,644.754175 
39,660.004067 
40,663.217492 
41,666.780118 
42,671.607383 
43,695.117881 
44,714.471841 
45,721.562054 
46,742.163830 
47,754.373429 
48,776.664366 
49,806.559951 
50,822.741991 
51,872.044431 
52,961.850802 
53,982.270141 
54,991.488620 
55,1012.603820 
56,1024.299264 
57,1039.356202 
58,1057.578979 
59,1077.537085 
60,1154.273413 
61,4265.716428 
62,4326.993757 
63,4346.373155 
64,4381.193612 
65,4382.010108 
66,4396.248204 
67,4397.225706 
68,4400.561983 
69,4413.097680 
70,4433.506827 
71,4434.538091 
72,4459.784937 
