 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 -0.4357,0.0000,0.0000
 0.0000,0.3140,0.0000
 0.0000,0.0000,-0.0069
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.4250
 0.0000,0.4250,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.5019
 0.0000,0.0000,0.0000
 0.5019,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.6133,0.0000
 0.6133,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,-0.4144,0.0000
 -0.4144,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0738
 0.0000,0.0738,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.1001,0.0000
 0.1001,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0912
 0.0000,0.0000,0.0000
 0.0912,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 -2.9635,0.0000,0.0000
 0.0000,-2.2665,0.0000
 0.0000,0.0000,-1.5486
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.9409,0.0000,0.0000
 0.0000,-0.0151,0.0000
 0.0000,0.0000,0.2719
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,-0.5363,0.0000
 -0.5363,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
 0.0000,0.0000,0.0000
